restlessness,heart_rate,breathing_issues,sleep_issues,overthinking,future_fear,focus_level,work_stress,financial_problem,nervousness,health_fear,social_behavior,irritability,panic_attacks,has_anxiety,anxiety_level,anxiety_type
2,1,2,2,2,1,3,0,3,1,2,1,4,1,Yes,Low,Financial
4,3,1,4,2,1,1,3,3,0,3,3,2,0,Yes,Moderate,Financial
0,1,4,4,2,2,2,3,1,3,0,1,0,0,Yes,Low,Work
1,3,3,1,3,1,4,4,3,4,3,0,3,1,Yes,Moderate,Financial
3,1,3,4,3,3,1,2,0,1,2,3,2,1,Yes,Low,Social
4,2,4,3,4,1,3,3,2,1,0,4,4,0,Yes,Moderate,Social
2,1,3,1,2,2,3,3,4,4,1,0,4,0,Yes,Moderate,Financial
0,2,2,2,2,3,4,4,0,0,2,0,1,0,Yes,Low,Work
1,1,2,4,1,0,3,1,1,1,1,1,1,1,No,Low,No_Anxiety
4,4,0,2,0,4,3,4,0,2,4,2,2,0,Yes,Moderate,Health
2,2,2,4,0,1,1,3,2,3,0,4,1,1,Yes,Low,Social
2,0,4,3,3,1,4,1,2,0,1,0,1,1,Yes,Low,General
0,2,0,4,0,0,4,4,0,0,1,1,2,1,No,Low,No_Anxiety
0,1,3,4,3,4,0,1,4,3,3,0,1,1,Yes,Low,Financial
2,0,0,1,0,3,4,1,0,4,2,1,3,0,No,Low,No_Anxiety
1,4,1,1,2,2,3,1,2,2,2,0,0,1,Yes,Low,General
1,4,1,1,0,0,0,3,2,3,2,0,0,0,No,Low,No_Anxiety
1,0,3,1,2,1,4,2,1,2,1,3,2,0,Yes,Low,Social
4,1,2,0,0,0,4,0,3,3,2,1,3,1,Yes,Low,Financial
0,3,0,0,4,4,0,2,3,0,0,2,4,1,Yes,Low,Financial
1,1,3,3,2,3,3,3,0,3,0,2,4,0,Yes,Low,Work
2,2,4,1,0,1,4,4,1,1,1,0,3,1,Yes,Low,Work
1,0,0,4,2,0,2,4,2,0,1,4,2,1,Yes,Low,Social
3,1,3,3,4,0,0,2,0,2,2,0,1,0,No,Low,No_Anxiety
2,2,1,1,4,1,2,2,1,0,0,3,3,1,Yes,Low,Social
0,2,1,0,4,2,3,4,1,2,1,3,2,1,Yes,Low,Social
1,1,0,0,2,0,2,1,4,2,1,0,3,1,No,Low,No_Anxiety
0,1,2,3,3,1,1,2,0,1,3,1,3,0,No,Low,No_Anxiety
0,2,0,2,1,4,2,0,3,4,1,0,4,1,Yes,Low,Financial
0,0,1,1,2,3,3,4,0,2,2,2,3,1,Yes,Low,Work
3,0,0,3,0,0,2,3,2,4,1,0,0,1,No,Low,No_Anxiety
3,2,2,2,4,2,3,0,4,4,2,2,4,1,Yes,Moderate,Financial
3,3,0,0,4,2,0,0,0,0,0,1,0,1,No,Low,No_Anxiety
2,3,3,0,2,3,4,3,0,1,0,2,4,0,Yes,Low,Work
0,4,4,4,2,0,3,1,4,0,4,0,3,1,Yes,Moderate,Financial
4,1,2,1,4,3,4,2,4,4,0,0,1,0,Yes,Moderate,Financial
0,1,3,4,4,0,0,3,3,3,3,3,4,0,Yes,Moderate,Financial
3,3,1,2,3,4,0,1,4,1,4,0,2,1,Yes,Low,Financial
0,1,3,2,3,0,2,0,3,3,2,0,2,1,Yes,Low,Financial
2,4,2,4,3,0,2,1,1,1,3,1,2,1,Yes,Low,Health
2,2,3,1,1,2,1,2,2,4,4,1,2,0,Yes,Low,Health
0,4,2,0,0,3,3,2,3,3,1,3,2,1,Yes,Low,Financial
1,1,0,4,2,1,1,4,1,0,1,1,1,1,No,Low,No_Anxiety
4,0,1,3,2,4,1,2,3,4,0,0,2,1,Yes,Low,Financial
4,0,4,1,4,1,4,1,4,3,4,1,4,0,Yes,Moderate,Financial
1,1,0,2,0,4,1,4,3,3,4,4,3,1,Yes,Moderate,Financial
4,0,3,0,4,0,4,4,2,1,2,4,4,1,Yes,Moderate,Social
1,3,3,4,4,2,0,1,2,3,3,4,3,0,Yes,Moderate,Social
2,2,2,4,0,1,0,0,3,0,3,1,0,0,No,Low,No_Anxiety
0,2,0,2,1,3,4,3,2,4,2,0,3,1,Yes,Low,Work
1,0,3,0,0,2,2,3,2,1,3,1,0,0,No,Low,No_Anxiety
2,0,2,4,2,2,1,2,0,2,0,0,4,0,No,Low,No_Anxiety
3,2,1,4,0,3,4,2,2,0,3,0,3,1,Yes,Low,Health
0,1,4,4,3,4,4,4,4,1,1,3,4,1,Yes,Moderate,Financial
0,2,3,2,0,4,3,2,1,1,3,3,3,0,Yes,Low,Social
1,4,3,0,3,2,3,1,2,3,3,4,1,1,Yes,Moderate,Social
1,4,3,2,3,0,1,0,0,1,3,4,3,0,Yes,Low,Social
0,1,2,0,2,3,3,3,4,3,3,0,4,1,Yes,Low,Financial
0,1,0,1,3,4,3,0,0,0,0,1,1,1,No,Low,No_Anxiety
1,0,2,0,2,0,0,4,3,3,3,2,1,0,No,Low,No_Anxiety
1,3,1,0,1,3,3,1,4,0,4,4,0,1,Yes,Low,Financial
4,1,2,2,2,2,1,0,3,3,0,0,1,1,Yes,Low,Financial
0,0,3,0,1,4,3,3,1,3,2,2,4,1,Yes,Low,Work
2,1,2,0,1,4,3,4,1,4,4,1,4,1,Yes,Moderate,Health
2,4,2,3,3,2,2,0,4,0,0,2,3,1,Yes,Low,Financial
1,4,3,4,2,0,2,4,1,0,4,2,0,0,Yes,Low,Health
3,4,1,3,2,2,1,4,3,4,3,4,3,0,Yes,Moderate,Financial
2,2,3,2,1,1,1,4,0,2,3,0,1,1,Yes,Low,Health
3,0,4,2,0,1,3,4,1,0,4,0,2,1,Yes,Low,Health
2,0,0,0,0,2,2,4,0,2,3,0,4,1,No,Low,No_Anxiety
0,4,2,2,4,4,0,0,1,2,3,1,1,1,Yes,Low,Health
0,1,3,3,3,0,0,4,3,2,0,4,3,1,Yes,Low,Financial
3,2,1,2,2,0,0,1,1,2,0,4,1,1,No,Low,No_Anxiety
0,2,2,2,1,3,0,2,1,3,1,2,4,0,Yes,Low,General
3,4,0,0,2,1,0,2,0,0,4,4,2,1,Yes,Low,Social
1,0,3,0,1,4,4,0,4,4,4,0,2,1,Yes,Low,Financial
2,4,1,2,0,0,2,1,4,3,0,2,1,0,Yes,Low,Financial
3,2,4,0,3,3,1,3,1,3,0,0,1,1,Yes,Low,Work
2,4,3,0,2,2,1,2,4,4,4,0,0,1,Yes,Low,Financial
2,3,4,4,3,4,3,1,4,2,1,0,3,0,Yes,Moderate,Financial
2,2,0,1,3,3,3,3,2,3,3,3,0,1,Yes,Low,Social
1,3,4,0,1,1,0,1,0,1,1,0,4,1,No,Low,No_Anxiety
2,0,2,1,3,2,4,1,4,3,2,2,0,0,Yes,Low,Financial
1,4,3,0,1,3,1,0,1,2,4,1,1,1,Yes,Low,Health
2,2,4,4,1,2,1,4,2,0,4,1,3,1,Yes,Moderate,Health
2,3,1,3,1,4,1,3,4,3,1,3,0,0,Yes,Low,Financial
0,3,3,0,1,1,4,2,3,4,2,1,3,0,Yes,Low,Financial
4,4,0,1,2,4,1,2,1,3,1,2,3,1,Yes,Low,General
0,1,2,0,2,1,0,0,2,2,3,1,2,1,No,Low,No_Anxiety
0,3,2,1,4,4,0,0,2,4,0,1,1,1,Yes,Low,General
0,0,0,3,1,0,4,1,1,0,3,2,4,0,No,Low,No_Anxiety
1,2,3,3,0,3,2,1,2,0,3,2,3,1,Yes,Low,Health
1,1,0,0,3,1,1,3,1,3,1,4,1,0,No,Low,No_Anxiety
2,3,0,4,0,4,4,1,0,2,1,2,0,1,Yes,Low,General
0,3,2,4,4,0,0,1,2,0,2,4,2,1,Yes,Low,Social
1,0,1,3,4,0,1,4,3,3,4,1,4,1,Yes,Moderate,Financial
3,2,3,1,1,4,0,0,0,3,1,0,2,0,No,Low,No_Anxiety
2,3,0,2,4,3,0,3,4,3,2,3,1,0,Yes,Moderate,Financial
1,2,2,0,3,2,4,1,0,3,1,0,1,0,No,Low,No_Anxiety
2,2,2,4,2,0,2,4,0,3,1,1,1,1,Yes,Low,Work
2,2,2,0,4,1,2,3,3,4,4,1,3,0,Yes,Moderate,Financial
0,4,3,0,1,4,3,0,1,0,1,0,3,0,No,Low,No_Anxiety
3,4,0,1,3,3,1,2,0,3,3,0,2,1,Yes,Low,Health
4,1,0,3,0,4,3,1,4,4,2,3,1,0,Yes,Moderate,Financial
1,1,0,1,2,0,2,3,1,2,0,3,1,1,No,Low,No_Anxiety
0,0,1,2,4,3,4,3,3,3,4,1,3,1,Yes,Moderate,Financial
3,3,0,0,4,2,0,0,3,2,3,4,2,0,Yes,Low,Financial
0,4,3,0,0,1,3,4,0,3,0,4,0,1,Yes,Low,Social
1,4,4,0,4,2,0,4,3,3,1,3,2,1,Yes,Moderate,Financial
0,1,0,4,1,0,2,3,0,3,2,2,0,1,No,Low,No_Anxiety
4,3,3,4,0,3,4,3,1,0,4,1,3,1,Yes,Moderate,Health
4,4,0,4,2,1,4,0,2,1,0,2,4,1,Yes,Low,General
0,3,3,3,1,3,2,3,3,0,3,0,4,1,Yes,Low,Financial
2,3,2,4,2,3,1,2,2,2,4,1,1,0,Yes,Low,Health
4,3,2,1,1,2,2,1,4,4,1,3,1,1,Yes,Moderate,Financial
4,0,1,0,2,0,0,4,3,0,4,1,1,1,No,Low,No_Anxiety
3,3,1,1,0,1,4,0,4,0,3,2,2,0,Yes,Low,Financial
3,0,1,3,4,2,1,4,2,2,4,4,3,1,Yes,Moderate,Social
4,4,2,4,3,4,2,1,1,2,0,3,3,0,Yes,Moderate,Social
1,3,4,3,1,1,4,1,2,2,4,1,4,0,Yes,Moderate,Health
1,2,4,0,3,3,3,3,1,4,2,1,2,0,Yes,Low,Work
4,3,3,2,1,2,3,2,2,1,2,4,3,1,Yes,Moderate,Social
2,4,2,4,2,1,0,1,3,1,4,2,1,1,Yes,Low,Financial
0,0,1,2,0,4,3,4,0,4,1,3,3,0,Yes,Low,Social
0,3,0,0,3,0,3,0,0,1,2,3,0,1,No,Low,No_Anxiety
3,3,0,3,0,2,0,4,0,4,2,0,3,0,Yes,Low,Work
4,0,3,3,2,1,2,4,0,3,2,1,4,0,Yes,Low,Work
2,3,2,1,0,0,2,2,4,0,2,2,0,1,No,Low,No_Anxiety
1,4,0,1,1,0,1,1,3,0,1,4,1,0,No,Low,No_Anxiety
3,2,3,1,0,2,1,2,1,0,2,1,3,1,Yes,Low,General
0,1,0,0,2,3,1,3,0,4,2,0,1,1,No,Low,No_Anxiety
4,1,2,3,4,3,1,1,1,2,1,1,4,1,Yes,Low,General
2,3,2,2,0,3,4,2,2,0,3,2,2,0,Yes,Low,Health
1,2,1,4,4,3,0,0,4,3,1,0,2,1,Yes,Low,Financial
3,4,1,0,4,3,1,0,3,3,4,0,3,0,Yes,Low,Financial
3,3,2,3,2,0,1,0,2,0,2,4,0,0,Yes,Low,Social
1,4,0,0,3,2,1,0,2,0,1,3,4,1,Yes,Low,Social
1,1,3,0,3,3,3,3,3,1,4,1,1,1,Yes,Low,Financial
3,0,0,1,4,0,4,0,0,4,4,2,1,0,Yes,Low,Health
4,4,2,3,4,0,2,1,2,3,4,3,1,0,Yes,Moderate,Social
1,0,2,4,4,0,4,2,3,3,3,4,3,0,Yes,Moderate,Financial
0,0,3,2,4,4,1,1,1,0,4,1,3,0,Yes,Low,Health
4,1,4,3,4,4,4,4,3,3,3,0,2,1,Yes,Moderate,Financial
3,2,4,3,1,3,2,3,1,4,3,2,4,0,Yes,Moderate,Health
3,2,1,1,1,4,0,2,2,0,1,4,3,1,Yes,Low,Social
0,3,0,4,2,0,1,0,3,4,4,4,0,0,Yes,Low,Financial
2,3,1,3,3,1,3,4,2,0,0,4,1,0,Yes,Low,Social
4,4,4,2,1,2,0,0,2,2,4,2,0,0,Yes,Low,Health
4,4,0,0,2,3,0,1,2,3,3,3,1,0,Yes,Low,Social
0,4,2,4,2,3,3,4,2,3,2,4,4,1,Yes,Moderate,Social
2,4,1,4,4,1,0,4,3,3,1,3,0,0,Yes,Moderate,Financial
3,3,4,1,2,2,4,4,0,1,4,3,4,1,Yes,Moderate,Social
1,4,0,3,2,0,3,0,3,4,2,4,1,1,Yes,Low,Financial
4,3,2,1,1,1,4,3,4,3,4,1,2,1,Yes,Moderate,Financial
2,4,0,3,3,4,2,3,2,2,3,2,3,1,Yes,Moderate,Health
1,1,0,4,3,0,2,0,0,3,2,2,0,1,No,Low,No_Anxiety
1,4,3,4,1,1,1,3,3,4,2,3,2,1,Yes,Moderate,Financial
3,4,1,4,4,1,3,4,1,0,1,2,0,1,Yes,Low,Work
1,3,0,0,4,2,2,2,1,0,3,3,4,0,Yes,Low,Social
4,3,0,4,0,1,2,0,1,1,4,2,2,1,Yes,Low,Health
1,3,3,1,3,0,4,4,0,0,4,1,4,1,Yes,Low,Health
3,0,4,1,4,2,2,2,3,3,3,2,2,0,Yes,Moderate,Financial
0,2,3,4,1,1,0,3,4,3,0,3,3,1,Yes,Low,Financial
2,3,4,1,4,3,2,3,0,3,2,2,2,0,Yes,Moderate,Work
2,1,2,1,4,3,3,4,1,3,0,3,3,1,Yes,Moderate,Social
1,4,2,3,1,0,1,3,4,2,0,0,2,0,Yes,Low,Financial
4,2,1,4,4,0,0,0,1,3,3,1,2,0,Yes,Low,Health
4,2,3,4,3,4,2,2,0,2,0,0,2,0,Yes,Low,General
4,1,4,4,3,2,3,0,0,0,1,4,0,0,Yes,Low,Social
4,2,0,0,0,1,0,0,2,1,2,3,4,1,No,Low,No_Anxiety
0,0,1,3,0,2,1,2,4,2,2,0,1,0,No,Low,No_Anxiety
2,1,3,4,2,3,4,3,1,1,2,2,0,0,Yes,Low,Work
4,1,4,0,4,1,2,4,1,4,0,4,0,1,Yes,Moderate,Social
4,4,0,0,0,0,4,4,3,3,0,4,4,0,Yes,Moderate,Financial
1,1,3,4,4,0,2,1,4,2,3,4,2,1,Yes,Moderate,Financial
4,1,1,1,1,3,4,2,1,4,0,4,3,1,Yes,Moderate,Social
4,4,1,3,1,1,4,3,2,4,4,4,4,1,Yes,Moderate,Social
4,2,3,2,1,0,4,1,1,0,4,1,0,1,Yes,Low,Health
2,4,1,0,2,3,4,2,3,1,3,0,0,1,Yes,Low,Financial
0,0,3,2,4,4,4,0,4,4,2,0,1,1,Yes,Low,Financial
0,4,3,0,2,0,4,4,4,4,4,3,1,1,Yes,Moderate,Financial
0,4,2,0,4,1,1,0,3,4,3,1,2,0,Yes,Low,Financial
4,4,4,1,2,0,2,0,1,3,1,1,3,1,Yes,Low,General
2,1,2,3,4,2,2,4,2,3,3,3,0,0,Yes,Moderate,Social
0,1,3,0,4,2,0,0,3,4,3,4,2,1,Yes,Low,Financial
4,2,2,1,0,3,0,2,0,0,1,3,1,0,No,Low,No_Anxiety
0,3,3,4,4,4,0,3,4,1,4,0,2,0,Yes,Moderate,Financial
2,0,0,0,1,2,1,4,1,1,2,4,0,1,No,Low,No_Anxiety
3,1,2,4,0,0,0,4,3,3,3,0,1,0,Yes,Low,Financial
3,4,0,1,1,2,4,0,2,3,3,4,2,0,Yes,Low,Social
3,1,2,0,3,1,4,0,1,0,2,2,2,0,No,Low,No_Anxiety
4,3,3,4,0,2,3,3,2,4,1,4,0,0,Yes,Moderate,Social
0,0,4,0,0,4,4,2,4,2,0,0,3,0,Yes,Low,Financial
2,3,1,0,0,3,3,0,4,2,0,2,2,1,Yes,Low,Financial
2,1,1,3,0,3,2,4,3,2,4,2,0,1,Yes,Low,Financial
0,2,0,2,2,0,3,2,2,4,2,0,4,1,Yes,Low,General
0,0,2,3,0,2,4,3,2,3,2,1,3,0,Yes,Low,Work
2,0,0,4,3,0,3,4,2,3,1,2,0,1,Yes,Low,Work
3,3,4,1,1,3,4,3,4,2,2,4,1,0,Yes,Moderate,Financial
0,0,2,0,1,2,1,4,1,3,3,0,0,1,No,Low,No_Anxiety
0,4,1,1,1,1,2,0,3,0,0,1,3,1,No,Low,No_Anxiety
3,1,4,0,3,2,0,3,0,1,4,2,3,0,Yes,Low,Health
0,3,3,4,1,1,1,2,4,2,3,0,0,0,Yes,Low,Financial
3,1,4,0,1,3,3,3,3,0,3,3,3,0,Yes,Moderate,Financial
4,0,2,4,1,2,3,2,0,0,1,4,4,0,Yes,Low,Social
0,1,2,4,1,3,3,3,3,4,0,2,3,1,Yes,Moderate,Financial
4,3,1,2,1,1,2,3,2,1,4,0,2,0,Yes,Low,Health
3,3,0,0,0,1,4,3,3,0,0,0,3,0,No,Low,No_Anxiety
1,1,4,0,1,2,2,0,0,2,4,0,1,0,No,Low,No_Anxiety
2,4,3,4,4,3,3,4,0,2,0,2,4,0,Yes,Moderate,Work
2,3,4,4,0,0,3,4,3,3,1,1,4,0,Yes,Moderate,Financial
0,2,1,2,2,1,2,0,4,0,0,2,3,1,No,Low,No_Anxiety
3,3,0,2,2,3,4,4,0,1,4,3,0,0,Yes,Low,Social
1,0,0,3,2,1,4,2,4,0,4,4,4,0,Yes,Low,Financial
3,0,4,0,4,3,0,2,2,2,2,0,2,0,Yes,Low,General
4,0,4,3,0,0,4,1,4,3,0,3,2,1,Yes,Low,Financial
3,1,0,2,2,3,3,1,1,2,1,0,1,0,No,Low,No_Anxiety
2,1,1,0,3,2,1,4,2,2,3,1,1,0,Yes,Low,Health
1,0,4,4,3,0,3,3,4,2,3,4,3,0,Yes,Moderate,Financial
2,3,1,2,2,3,0,1,1,2,0,0,0,0,No,Low,No_Anxiety
1,2,2,0,2,3,4,1,1,3,1,4,0,1,Yes,Low,Social
3,3,2,3,4,4,0,4,1,2,0,0,1,0,Yes,Low,Work
2,1,3,0,0,2,4,2,0,4,3,2,0,0,Yes,Low,Health
3,2,3,3,4,3,1,0,0,4,0,4,0,1,Yes,Low,Social
3,1,3,2,0,2,2,2,4,0,1,2,3,1,Yes,Low,Financial
2,2,0,2,1,4,3,4,1,1,1,3,0,1,Yes,Low,Social
0,2,3,4,0,4,1,1,2,2,0,0,3,0,Yes,Low,General
4,4,0,2,1,2,0,0,3,4,3,2,1,0,Yes,Low,Financial
4,4,3,4,2,1,2,1,0,1,1,4,4,0,Yes,Moderate,Social
2,0,1,4,3,4,0,2,2,3,0,0,3,0,Yes,Low,General
4,1,3,0,2,4,0,2,0,4,0,2,1,1,Yes,Low,General
3,3,3,2,1,2,4,4,0,3,4,4,1,0,Yes,Moderate,Social
1,3,3,0,1,2,1,3,0,2,2,3,0,0,No,Low,No_Anxiety
3,1,0,3,0,4,2,3,0,0,3,4,3,1,Yes,Low,Social
0,3,4,1,0,0,4,4,2,4,4,3,3,0,Yes,Moderate,Social
1,1,3,2,4,0,4,4,1,1,3,3,3,0,Yes,Moderate,Social
0,0,2,4,2,3,1,2,4,4,4,1,3,0,Yes,Moderate,Financial
4,3,3,0,3,2,4,0,2,0,1,0,4,0,Yes,Low,General
3,1,2,4,0,0,1,4,1,4,4,2,0,0,Yes,Low,Health
3,4,4,3,0,1,4,0,1,4,1,2,3,0,Yes,Moderate,General
2,2,2,2,4,4,4,2,1,2,3,4,3,1,Yes,Moderate,Social
0,0,3,2,1,4,0,2,0,0,4,1,3,1,No,Low,No_Anxiety
0,4,4,2,2,1,0,4,1,3,3,2,0,1,Yes,Low,Health
3,2,1,1,4,4,1,2,2,3,1,4,1,0,Yes,Low,Social
1,4,3,4,4,0,3,1,1,1,4,2,1,0,Yes,Low,Health
2,1,3,3,2,2,1,3,0,3,4,3,1,1,Yes,Low,Social
4,4,2,4,4,1,2,2,3,3,2,2,3,1,Yes,Moderate,Financial
2,4,0,3,4,0,1,4,0,3,1,1,4,0,Yes,Low,Work
3,2,1,2,4,2,3,0,0,2,2,3,1,1,Yes,Low,Social
1,0,1,4,0,1,3,2,2,3,1,0,1,1,No,Low,No_Anxiety
1,3,2,2,0,0,0,2,2,1,2,3,1,0,No,Low,No_Anxiety
4,3,1,3,1,2,1,2,1,0,2,0,4,0,Yes,Low,General
3,1,1,3,4,3,4,1,3,0,2,1,0,1,Yes,Low,Financial
3,4,1,3,2,2,3,0,0,1,4,0,1,0,Yes,Low,Health
1,0,0,2,2,0,1,0,0,1,2,2,3,0,No,Low,No_Anxiety
1,1,4,4,4,3,1,3,4,1,1,2,1,0,Yes,Moderate,Financial
1,0,0,4,1,2,2,3,4,4,2,0,4,0,Yes,Low,Financial
0,0,2,4,1,2,0,3,3,4,0,0,0,1,No,Low,No_Anxiety
0,4,3,2,4,3,4,1,3,0,1,0,1,0,Yes,Low,Financial
4,1,1,3,1,3,3,2,2,0,1,1,1,1,Yes,Low,General
4,3,1,2,4,4,1,2,3,1,2,2,3,1,Yes,Moderate,Financial
0,3,1,2,1,3,4,0,2,3,2,1,2,1,Yes,Low,General
0,1,3,0,4,1,3,4,1,2,4,1,0,0,Yes,Low,Health
0,1,0,0,0,4,1,2,0,4,1,0,4,1,No,Low,No_Anxiety
1,3,4,1,0,3,0,0,1,0,4,2,3,0,Yes,Low,Health
3,3,2,1,1,1,1,3,2,3,2,1,1,0,Yes,Low,Work
1,0,3,0,2,1,3,2,3,2,1,0,1,1,No,Low,No_Anxiety
0,0,3,2,1,1,3,4,4,2,2,2,2,0,Yes,Low,Financial
0,4,4,3,1,4,0,2,4,1,4,2,2,0,Yes,Moderate,Financial
0,4,3,1,2,3,4,4,4,0,2,1,0,0,Yes,Low,Financial
3,1,0,3,1,1,1,1,1,1,4,3,1,0,No,Low,No_Anxiety
0,3,4,4,4,0,4,2,0,3,1,3,0,0,Yes,Low,Social
1,3,2,4,1,0,1,0,2,0,4,2,3,0,Yes,Low,Health
4,2,4,2,0,2,4,2,1,1,0,1,4,0,Yes,Low,General
1,0,4,0,2,4,3,4,3,3,3,2,0,1,Yes,Moderate,Financial
0,1,3,1,0,2,2,3,3,0,3,1,1,0,No,Low,No_Anxiety
0,0,3,2,1,3,2,3,2,3,3,2,0,1,Yes,Low,Health
3,2,3,3,1,3,3,4,2,0,0,0,2,1,Yes,Low,Work
1,0,0,0,0,2,2,3,1,1,3,0,4,1,No,Low,No_Anxiety
3,3,4,0,3,0,4,2,3,2,0,4,1,0,Yes,Low,Financial
1,2,3,4,2,4,2,3,0,1,2,4,0,1,Yes,Low,Social
4,2,4,4,3,1,1,1,1,0,2,0,4,1,Yes,Low,General
1,3,0,3,2,0,3,4,1,1,2,1,0,0,No,Low,No_Anxiety
1,0,1,0,3,0,4,0,1,3,2,1,1,0,No,Low,No_Anxiety
4,2,2,3,2,0,0,4,3,4,0,0,1,0,Yes,Low,Financial
1,0,4,2,4,0,0,0,2,0,2,4,0,0,No,Low,No_Anxiety
3,3,3,4,4,3,4,2,3,0,2,3,0,1,Yes,Moderate,Financial
3,0,1,3,0,2,1,1,3,3,2,2,0,1,Yes,Low,Financial
2,3,4,1,2,0,4,4,2,1,3,4,3,0,Yes,Moderate,Social
1,3,2,3,4,2,4,1,3,1,2,2,0,0,Yes,Low,Financial
3,2,0,1,0,2,4,3,1,4,4,4,3,0,Yes,Moderate,Social
1,0,2,3,1,1,1,0,0,4,0,2,4,1,No,Low,No_Anxiety
0,3,3,1,0,1,0,3,0,4,2,4,3,1,Yes,Low,Social
3,1,2,3,1,4,1,3,2,2,4,3,2,1,Yes,Moderate,Social
0,0,0,0,4,1,1,4,3,1,1,0,0,1,No,Low,No_Anxiety
4,3,4,0,4,1,2,1,4,2,1,2,0,0,Yes,Low,Financial
1,1,4,0,4,2,4,0,0,3,3,1,3,0,Yes,Low,Health
