CustomerID,Age,Gender,Location,SubscriptionDurationMonths,MonthlyCharges,ContractType,PaymentMethod,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,TotalCharges,Churn
CUST-0482,32,Female,Phoenix,15,53.75,Month-to-month,Credit card (automatic),No internet service,Yes,No,No,868.47,0
CUST-0483,50,Female,Chicago,32,73.29,One year,Electronic check,No,No internet service,Yes,Yes,2260.62,0
CUST-0484,67,Female,Los Angeles,68,89.62,Month-to-month,Credit card (automatic),Yes,No,No,Yes,6143.26,0
CUST-0485,50,Female,Phoenix,41,108.44,Two year,Mailed check,No,No,No,Yes,4408.21,0
CUST-0486,59,Male,Chicago,60,27.38,Month-to-month,Credit card (automatic),No,No,Yes,Yes,1669.19,1
CUST-0487,46,Female,Los Angeles,4,22.82,Month-to-month,Electronic check,No,No,Yes,Yes,172.8,0
CUST-0488,59,Female,Chicago,49,59.71,Month-to-month,Electronic check,Yes,No,No,No,2972.9,0
CUST-0489,53,Female,Los Angeles,10,20.42,Month-to-month,Electronic check,No,No,Yes,No internet service,263.43,0
CUST-0490,42,Male,New York,22,50.21,Month-to-month,Electronic check,No internet service,No,No internet service,Yes,1142.35,1
CUST-0491,74,Male,Houston,20,52.23,Two year,Credit card (automatic),No internet service,No internet service,No,Yes,1019.24,0
CUST-0492,62,Female,Houston,25,80.77,Month-to-month,Bank transfer (automatic),No internet service,Yes,Yes,No,2034.85,0
CUST-0493,26,Female,Houston,71,108.62,Two year,Credit card (automatic),Yes,No,Yes,No,7669.47,0
CUST-0494,79,Female,Los Angeles,9,67.39,One year,Bank transfer (automatic),Yes,No,No,Yes,689.37,0
CUST-0495,53,Male,Los Angeles,38,56.35,Two year,Bank transfer (automatic),Yes,No internet service,No,No,2132.28,0
CUST-0496,63,Male,New York,51,83.71,One year,Electronic check,No,No internet service,No internet service,No internet service,4271.34,0
CUST-0497,77,Male,Houston,52,104.77,One year,Bank transfer (automatic),No,No,Yes,No internet service,5427.02,0
CUST-0498,46,Female,Chicago,44,88.56,Month-to-month,Mailed check,No,No,No,Yes,3857.35,1
CUST-0499,21,Male,Chicago,20,45.88,Two year,Credit card (automatic),No internet service,No internet service,No,No,853.5,0
CUST-0500,71,Male,Houston,59,29.84,Two year,Mailed check,No internet service,Yes,No internet service,No,1770.32,0
CUST-0501,67,Male,Los Angeles,25,39.27,Month-to-month,Bank transfer (automatic),Yes,No internet service,Yes,No,984.72,0
CUST-0502,59,Female,Chicago,26,113.73,One year,Credit card (automatic),No,No,Yes,No,2943.26,0
CUST-0503,72,Female,Chicago,65,75.95,Month-to-month,Bank transfer (automatic),Yes,No,Yes,No,4962.63,1
CUST-0504,24,Male,Phoenix,2,105.44,Month-to-month,Electronic check,No,Yes,Yes,Yes,286.97,0
CUST-0505,72,Female,Chicago,67,38.42,Month-to-month,Electronic check,No,No,Yes,Yes,2455.87,1
CUST-0506,43,Female,Phoenix,42,30.36,Month-to-month,Credit card (automatic),No internet service,No,No internet service,No internet service,1284.63,0
CUST-0507,55,Male,Los Angeles,45,33.86,Month-to-month,Electronic check,No internet service,Yes,No internet service,No,1533.23,0
CUST-0508,75,Female,Chicago,68,69.64,One year,Credit card (automatic),Yes,No,Yes,No,4761.11,0
CUST-0509,73,Female,Chicago,51,107.58,Two year,Bank transfer (automatic),No,No,No internet service,No internet service,5513.73,0
CUST-0510,47,Female,Chicago,14,92.68,Month-to-month,Electronic check,No,No internet service,No internet service,No,1269.19,0
CUST-0511,76,Male,Los Angeles,44,32.92,Two year,Mailed check,No internet service,No,No,No internet service,1428.73,0
CUST-0512,68,Male,Los Angeles,33,78.85,One year,Credit card (automatic),Yes,No,No internet service,No,2602.26,1
CUST-0513,24,Female,Los Angeles,56,73.89,Two year,Electronic check,No internet service,No,No internet service,Yes,4071.12,0
CUST-0514,41,Female,Chicago,49,25.76,Month-to-month,Credit card (automatic),No,No,Yes,No,1260.48,0
CUST-0515,42,Male,New York,12,93.85,Two year,Bank transfer (automatic),No,Yes,Yes,No,1081.08,1
CUST-0516,35,Female,Phoenix,9,48.2,Two year,Electronic check,No,No,No internet service,No internet service,443.25,0
CUST-0517,68,Female,New York,40,116.45,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,4568.43,0
CUST-0518,35,Male,Phoenix,8,100.83,Two year,Credit card (automatic),No,No,No internet service,No internet service,775.9,0
CUST-0519,45,Female,Houston,42,21.77,Month-to-month,Mailed check,No,No,No internet service,Yes,879.95,0
CUST-0520,37,Male,Los Angeles,24,78.05,Month-to-month,Mailed check,No,Yes,Yes,Yes,1935.75,0
CUST-0521,44,Male,Houston,5,47.89,One year,Mailed check,Yes,Yes,No,No internet service,251.84,0
CUST-0522,51,Male,New York,15,104.47,Two year,Electronic check,Yes,No internet service,No,No,1536.81,0
CUST-0523,51,Male,Phoenix,25,38.72,Month-to-month,Credit card (automatic),No,Yes,No,No,879.38,0
CUST-0524,79,Female,Houston,31,74.69,Two year,Bank transfer (automatic),No,No,No internet service,Yes,2394.48,0
CUST-0525,74,Male,Los Angeles,56,119.42,Month-to-month,Credit card (automatic),No,No,Yes,No internet service,6739.11,0
CUST-0526,22,Male,Los Angeles,1,98.75,Month-to-month,Electronic check,No internet service,No internet service,No,No internet service,115.71,0
CUST-0527,27,Male,Phoenix,34,38.31,Month-to-month,Electronic check,Yes,No internet service,No,No,1329.35,0
CUST-0528,35,Male,New York,6,99.22,Month-to-month,Bank transfer (automatic),No internet service,Yes,No,Yes,514.11,0
CUST-0529,62,Male,Houston,34,44.12,One year,Mailed check,No internet service,No internet service,No,Yes,1451.47,0
CUST-0530,68,Female,Phoenix,66,119.85,Month-to-month,Bank transfer (automatic),No,No,No,Yes,7931.58,0
CUST-0531,35,Female,Phoenix,39,39.1,Month-to-month,Electronic check,No,Yes,Yes,No,1424.89,0
CUST-0532,67,Female,Los Angeles,21,29.49,Month-to-month,Electronic check,Yes,No internet service,No,Yes,639.38,0
CUST-0533,71,Male,Phoenix,8,70.99,One year,Mailed check,No internet service,No,No internet service,Yes,570.44,0
CUST-0534,63,Male,Phoenix,39,119.27,One year,Electronic check,No internet service,No,Yes,Yes,4581.52,1
CUST-0535,44,Male,New York,26,80.14,One year,Credit card (automatic),Yes,No,Yes,Yes,2187.62,0
CUST-0536,72,Female,Chicago,16,77.03,Month-to-month,Mailed check,No internet service,No internet service,No,No,1169.91,1
CUST-0537,35,Female,Los Angeles,52,71.37,Two year,Bank transfer (automatic),No,No,Yes,Yes,3714.92,0
CUST-0538,69,Female,Phoenix,4,25.63,Month-to-month,Electronic check,No internet service,Yes,Yes,No internet service,140.3,0
CUST-0539,23,Male,New York,42,51.23,One year,Credit card (automatic),Yes,Yes,Yes,No,2220.73,0
CUST-0540,70,Female,Houston,59,98.82,Month-to-month,Bank transfer (automatic),No,No,Yes,No,5909.81,0
CUST-0541,31,Female,Phoenix,30,83.37,Two year,Bank transfer (automatic),No,No,No internet service,No,2456.04,1
CUST-0542,58,Male,Chicago,54,55.57,One year,Electronic check,Yes,No,Yes,No,2942.51,0
CUST-0543,75,Female,Los Angeles,39,79.14,Month-to-month,Mailed check,Yes,Yes,No internet service,No,3058.58,0
CUST-0544,50,Male,New York,37,49.5,Month-to-month,Credit card (automatic),No internet service,Yes,No,Yes,1885.53,0
CUST-0545,58,Male,Los Angeles,21,116.91,Month-to-month,Bank transfer (automatic),No,No,No,No,2425.38,0
CUST-0546,40,Male,Phoenix,69,76.94,One year,Electronic check,No,No,Yes,No internet service,5299.96,0
CUST-0547,34,Female,Phoenix,7,79.58,One year,Bank transfer (automatic),No,No,No,Yes,485.02,0
CUST-0548,39,Male,Los Angeles,57,50.39,One year,Bank transfer (automatic),No internet service,No internet service,No,No internet service,2984.41,0
CUST-0549,54,Male,Chicago,51,90.15,One year,Credit card (automatic),No,No internet service,No,No,4626.16,1
CUST-0550,24,Male,New York,37,86.19,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,No,3129.18,1
CUST-0551,57,Male,Houston,67,103.54,Two year,Credit card (automatic),No,No,Yes,No,6874.24,0
CUST-0552,23,Female,Chicago,50,97.65,Month-to-month,Bank transfer (automatic),No,No internet service,No internet service,Yes,4857.15,0
CUST-0553,63,Female,Los Angeles,48,89.69,One year,Bank transfer (automatic),No internet service,No internet service,Yes,Yes,4242.65,0
CUST-0554,76,Female,Los Angeles,24,35.09,Two year,Credit card (automatic),No,Yes,Yes,No,886.96,0
CUST-0555,26,Female,Los Angeles,66,93.02,Month-to-month,Electronic check,No,No,Yes,No,6079.19,1
CUST-0556,78,Male,Houston,44,22.97,Two year,Mailed check,No internet service,No internet service,Yes,No internet service,1031.14,0
CUST-0557,31,Female,New York,64,24.03,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No,No,1563.49,0
CUST-0558,24,Female,Houston,43,25.24,Month-to-month,Mailed check,No internet service,Yes,Yes,No,1055.71,0
CUST-0559,71,Male,Houston,22,85.18,Month-to-month,Mailed check,Yes,Yes,Yes,No internet service,1872.87,0
CUST-0560,33,Male,New York,39,31.62,One year,Bank transfer (automatic),No,No,No,Yes,1315.39,0
CUST-0561,25,Male,New York,48,83.7,Two year,Credit card (automatic),No,No internet service,No internet service,No,4006.21,0
CUST-0562,60,Male,Los Angeles,66,33.51,Two year,Electronic check,No internet service,No,No internet service,No internet service,2146.04,0
CUST-0563,58,Male,Houston,69,81.38,Month-to-month,Credit card (automatic),No internet service,No internet service,No internet service,Yes,5609.25,1
CUST-0564,30,Female,Houston,34,54.85,Month-to-month,Bank transfer (automatic),No,No,Yes,No internet service,1852.54,1
CUST-0565,34,Female,Houston,48,102.53,One year,Mailed check,Yes,No,Yes,No,4932.67,1
CUST-0566,70,Female,Houston,5,20.64,One year,Credit card (automatic),Yes,No internet service,Yes,No,116.25,0
CUST-0567,66,Male,Phoenix,55,71.87,Month-to-month,Electronic check,Yes,No internet service,No internet service,No,4002.86,0
CUST-0568,29,Male,Houston,12,83.48,Two year,Credit card (automatic),Yes,No,No internet service,No,1076.29,0
CUST-0569,50,Male,Phoenix,16,41.31,Month-to-month,Credit card (automatic),No,No,No internet service,No,635.02,1
CUST-0570,60,Male,Houston,16,97.61,Month-to-month,Electronic check,No,Yes,No,No,1634.5,0
CUST-0571,20,Female,Los Angeles,29,35.59,Month-to-month,Bank transfer (automatic),No,No,Yes,No,1013.32,0
CUST-0572,69,Male,Phoenix,18,87.54,Month-to-month,Mailed check,No internet service,No,No internet service,No internet service,1518.05,1
CUST-0573,48,Female,Los Angeles,19,107.63,Month-to-month,Electronic check,No,No internet service,No internet service,No,1934.86,0
CUST-0574,64,Female,Houston,62,66.77,Two year,Mailed check,Yes,Yes,No internet service,No,4213.94,0
CUST-0575,20,Male,Houston,28,42.38,Month-to-month,Mailed check,No internet service,Yes,No internet service,No,1195.23,0
CUST-0576,41,Female,New York,57,74.68,Month-to-month,Credit card (automatic),No internet service,No internet service,Yes,No internet service,4325.05,0
CUST-0577,50,Female,Houston,29,113.67,One year,Mailed check,No,No internet service,Yes,Yes,3256.56,0
CUST-0578,28,Male,Chicago,7,20.54,Two year,Credit card (automatic),No,No,No internet service,No,133.17,0
CUST-0579,79,Male,Chicago,60,25.4,One year,Electronic check,No internet service,No internet service,Yes,No internet service,1529.47,0
CUST-0580,60,Female,Chicago,62,90.45,Month-to-month,Mailed check,Yes,Yes,Yes,Yes,5563.29,0
CUST-0581,32,Male,New York,10,39.5,Two year,Mailed check,No,No,No internet service,Yes,405.93,0
CUST-0582,23,Female,Phoenix,72,106.2,One year,Mailed check,No,No,Yes,No internet service,7649.65,0
CUST-0583,25,Female,Phoenix,1,98.2,One year,Mailed check,No internet service,No internet service,No,No,155.03,0
CUST-0584,75,Male,Los Angeles,2,39.71,Month-to-month,Credit card (automatic),Yes,No,Yes,No internet service,78.45,0
CUST-0585,78,Male,Chicago,9,50.08,One year,Bank transfer (automatic),No internet service,No internet service,Yes,No internet service,417.71,1
CUST-0586,73,Male,Los Angeles,30,50.92,Two year,Mailed check,No internet service,Yes,No,No,1557.15,0
CUST-0587,20,Male,Houston,62,114.4,Two year,Credit card (automatic),No,No internet service,Yes,No internet service,7107.48,0
CUST-0588,38,Female,Phoenix,39,76.7,Two year,Credit card (automatic),Yes,Yes,Yes,No,2936.7,1
CUST-0589,60,Male,Los Angeles,30,113.67,Month-to-month,Electronic check,No,Yes,Yes,No internet service,3419.02,0
CUST-0590,24,Female,New York,26,65.69,Month-to-month,Mailed check,Yes,No,No,Yes,1676.71,0
CUST-0591,45,Male,New York,33,59.19,Month-to-month,Bank transfer (automatic),No,No,No,Yes,2004.84,0
CUST-0592,53,Female,Houston,54,109.7,One year,Electronic check,Yes,Yes,Yes,Yes,5903.58,0
CUST-0593,54,Male,New York,3,84.21,One year,Credit card (automatic),No internet service,No internet service,No,No,252.32,0
CUST-0594,25,Male,New York,33,79.99,Month-to-month,Credit card (automatic),No internet service,Yes,Yes,No,2696.45,1
CUST-0595,28,Male,Houston,52,46.05,Month-to-month,Bank transfer (automatic),No internet service,No,No,Yes,2383.53,1
CUST-0596,60,Female,Los Angeles,8,70.25,Month-to-month,Credit card (automatic),No internet service,No internet service,Yes,No internet service,540.1,1
CUST-0597,51,Female,Los Angeles,33,97.23,Two year,Bank transfer (automatic),No internet service,No internet service,No internet service,No,3148.38,0
CUST-0598,77,Male,Los Angeles,59,37.4,Two year,Electronic check,Yes,Yes,Yes,No,2221.74,0
CUST-0599,41,Male,Houston,72,20.1,Month-to-month,Electronic check,No internet service,Yes,No internet service,No internet service,1391.98,0
CUST-0600,71,Female,Phoenix,70,110.46,Two year,Mailed check,No,No,No internet service,No,7739.49,0
CUST-0601,58,Male,Phoenix,38,54.38,Month-to-month,Electronic check,Yes,No internet service,No internet service,No,2088.36,0
CUST-0602,26,Female,New York,21,107.55,Two year,Electronic check,Yes,No internet service,No internet service,No internet service,2289.37,0
CUST-0603,27,Female,Phoenix,21,58.13,Month-to-month,Mailed check,No,No internet service,No,No,1273.36,1
CUST-0604,62,Female,Phoenix,46,75.94,Two year,Credit card (automatic),No internet service,No,No internet service,Yes,3510.03,0
CUST-0605,49,Male,Phoenix,43,119.43,Month-to-month,Electronic check,No,No,Yes,Yes,5134.24,0
CUST-0606,18,Female,Chicago,4,85.1,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,359.87,0
CUST-0607,50,Female,Los Angeles,8,56.82,One year,Electronic check,No,No,No internet service,No internet service,356.32,0
CUST-0608,54,Male,Chicago,12,64.41,Month-to-month,Credit card (automatic),Yes,No internet service,No internet service,No,717.11,1
CUST-0609,71,Female,Houston,18,76.98,Month-to-month,Bank transfer (automatic),No,No internet service,Yes,No internet service,1353.93,0
CUST-0610,67,Female,New York,16,40.65,One year,Credit card (automatic),No,Yes,No internet service,No,650.34,0
CUST-0611,66,Male,New York,62,62.52,Month-to-month,Credit card (automatic),Yes,Yes,Yes,No,3882.33,0
CUST-0612,69,Female,Los Angeles,24,53.28,One year,Mailed check,Yes,Yes,No,No internet service,1310.3,0
CUST-0613,56,Female,Houston,68,55.36,One year,Bank transfer (automatic),No,No,Yes,No internet service,3782.51,0
CUST-0614,40,Female,New York,3,31.15,Month-to-month,Electronic check,No,No,No internet service,No,93.1,0
CUST-0615,33,Male,Los Angeles,55,61.23,One year,Mailed check,Yes,No,No internet service,No internet service,3375.87,0
CUST-0616,35,Male,Los Angeles,41,33.24,Month-to-month,Electronic check,Yes,Yes,No,No internet service,1277.18,0
CUST-0617,23,Female,New York,13,101.91,Month-to-month,Mailed check,Yes,No,Yes,Yes,1358.15,0
CUST-0618,42,Male,Chicago,61,80.98,Two year,Credit card (automatic),Yes,Yes,No internet service,No,4962.33,0
CUST-0619,41,Male,Phoenix,71,40.08,One year,Mailed check,Yes,No,No,Yes,2845.71,0
CUST-0620,70,Female,Chicago,29,43.29,One year,Electronic check,No internet service,No internet service,No internet service,No internet service,1205.65,0
CUST-0621,46,Female,Chicago,47,51.58,Two year,Electronic check,No,Yes,No,Yes,2352.06,0
CUST-0622,19,Male,Houston,39,101.06,Month-to-month,Credit card (automatic),No,Yes,Yes,No,3896.68,0
CUST-0623,75,Male,Los Angeles,65,45.76,One year,Electronic check,No,Yes,Yes,No internet service,2976.19,1
CUST-0624,79,Male,Phoenix,34,106.89,Month-to-month,Electronic check,No,Yes,No,Yes,3571.69,0
CUST-0625,27,Male,Chicago,19,51.56,One year,Electronic check,No,No internet service,No,No,913.74,1
CUST-0626,78,Female,Houston,6,57.6,Month-to-month,Mailed check,Yes,No,No,No,234.56,0
CUST-0627,38,Female,Houston,36,64.81,One year,Bank transfer (automatic),No internet service,No internet service,Yes,No,2288.54,0
CUST-0628,37,Male,Houston,66,41.78,Month-to-month,Credit card (automatic),No,No internet service,No internet service,Yes,2807.7,0
CUST-0629,71,Male,Los Angeles,41,26.91,One year,Electronic check,Yes,No internet service,Yes,No,1202.91,0
CUST-0630,70,Female,New York,32,71.56,One year,Bank transfer (automatic),No,No,No internet service,No internet service,2166.77,0
CUST-0631,19,Female,Chicago,51,77.88,One year,Credit card (automatic),Yes,No internet service,No,Yes,3899.85,0
CUST-0632,51,Male,Houston,43,34.18,Month-to-month,Electronic check,No,No,Yes,No internet service,1496.52,0
CUST-0633,31,Male,Phoenix,39,55.29,Month-to-month,Bank transfer (automatic),No internet service,No internet service,No internet service,Yes,2175.67,0
CUST-0634,72,Female,Chicago,40,30.76,One year,Electronic check,No,No,No internet service,Yes,1225.58,0
CUST-0635,43,Female,Phoenix,39,43.05,One year,Credit card (automatic),No internet service,No,No,Yes,1611.42,0
CUST-0636,33,Male,Chicago,28,96.91,Month-to-month,Credit card (automatic),No,No,No internet service,No,2641.21,0
CUST-0637,30,Male,New York,20,42.81,Month-to-month,Bank transfer (automatic),No internet service,No internet service,Yes,No,920.91,0
CUST-0638,47,Male,Phoenix,16,41.88,Two year,Electronic check,No internet service,Yes,No internet service,Yes,654.69,0
CUST-0639,26,Male,Phoenix,60,71.76,One year,Electronic check,No internet service,No,No internet service,No,4283.37,0
CUST-0640,56,Male,Phoenix,7,114.05,Two year,Credit card (automatic),Yes,Yes,Yes,No internet service,766.34,0
CUST-0641,45,Male,New York,8,23.68,Month-to-month,Credit card (automatic),No,No,Yes,Yes,159.18,0
CUST-0642,54,Male,Phoenix,10,61.74,Two year,Bank transfer (automatic),No,Yes,No internet service,No internet service,618.85,1
CUST-0643,27,Male,New York,17,42.22,Month-to-month,Mailed check,No,No,Yes,No internet service,773.58,1
CUST-0644,32,Male,Los Angeles,65,84.71,Month-to-month,Mailed check,No internet service,No internet service,No internet service,No,5501.93,0
CUST-0645,62,Male,New York,35,109.79,Month-to-month,Credit card (automatic),Yes,No internet service,Yes,Yes,3909.01,0
CUST-0646,45,Female,Chicago,23,49.2,Month-to-month,Bank transfer (automatic),Yes,No,No internet service,Yes,1104.51,1
CUST-0647,71,Female,Los Angeles,58,44.74,One year,Mailed check,No internet service,Yes,No internet service,No internet service,2622.72,0
CUST-0648,50,Female,Houston,36,71.53,Month-to-month,Electronic check,Yes,Yes,Yes,Yes,2531.91,1
CUST-0649,18,Female,Houston,35,37.73,Month-to-month,Bank transfer (automatic),No internet service,No,No,No internet service,1350.79,1
CUST-0650,62,Female,Chicago,65,89.98,One year,Bank transfer (automatic),Yes,No internet service,No,No,5842.43,0
